UT,Ack_text,Funders,Funders_Text,row_id
WOS:000403982400010,"I would like to thank the three anonymous referees and Helen Beebee, who provided many invaluable comments and also audiences in Cologne, Durham and Nottingham, where earlier versions of this paper were presented. I am grateful too for discussions I had at Oxford University with Nancy Cartwright, John Heil, Anna Marmodoro and John Pemberton on some of the issues covered in this paper. Finally, I would like to thank the Mind Association for awarding me the 2015–2016 Mind Fellowship, during which the final version of the manuscript was completed.",,,4875
WOS:000403982400011,"The author thanks the audiences at the third conference of the European Network of Social Ontology, Helsinki, and the European Network for the Philosophy of the Social Sciences, Universidad Nacional de Educación a Distancia, Madrid, for their critical feedback on earlier versions of this paper.",,,4876
WOS:000403982400012,"Thanks to Mark Schroeder, David Gray, Reid Blackman, Scott Soames, Shyam Nair, and two anonymous reviewers for comments on and/or discussion of earlier drafts of this paper.",,,4877
WOS:000403982400013,This work was supported by the China Postdoctoral Science Foundation (2015M581778); and the National Social Science Foundation of China (14ZDB015). I would like to thank the anonymous referees for their valuable comments. I would also like to thank the Professor Xuefeng Wen for his helpful suggestions and proofreading work.,,,4878
WOS:000403982400014,"Thanks to Chris Kelp, two anonymous reviewers for Synthese, and the audiences of the LEG seminar (Leuven), the University of Copenhagen, and the Virtue Epistemology Conference (Leuven).",,,4879
WOS:000403982400015,0,,,4880
WOS:000403982400016,"For helpful comments on drafts of this paper, thanks to Graeme Forbes, Graham Oddie, Michael Tooley, Raul Saucedo, Garrett Bredeson, Matthew Babb, David Neely, Peter van Elswyk, Cameron Domenico Kirk-Giannini, Rebecca Chan, Alex Zambrano, and Kelly Weirich. Thanks to Alex Lloyd for help with proofreading.",,,4881
WOS:000403982400017,Many thanks to the editor and three anonymous referees for their stimulating comments and suggestions.,,,4882
WOS:000403982400018,"I am indebted to Christopher Cowie, Tim Lewens and Nick Shea for their helpful comments on an ancestor of this manuscript; and also to two anonymous referees for their generous suggestions. This work has received funding from the European Research Council under the European Union’s Seventh Framework Programme (FP7/2007-2013)/ERC Grant agreement no 284123.",,,4883
WOS:000403982400019,"I wish to thank Chris Kelp, Peter Pagin, Marco Panza, Dag Westerstahl, Asa Wikforss and two anonymous referees for this journal for very helpful comments and suggestions.",,,4884
WOS:000403982400004,Special thanks to John Grey for discussion about issues discussed in this paper and for his comments on earlier drafts. I would also like to thank both of the anonymous referees. The input from all improved the paper.,,,4885
WOS:000408659700002,"Earlier versions of this paper were presented at University of Leeds and University of Cologne. I would like to thank audiences at these talks. Special thanks to Michael Esfeld, Steven French, Andreas Huttemann, and Jakob Sprickerhof. I would also like to acknowledge that this paper was partly written during my visiting Fellowship at Durham Institute of Advanced Studies (IAS).",,,4886
WOS:000408659700003,"For comments and discussions relating to aspects of this material I am grateful to Michael Esfeld, Steven French, Johanna Wolff, and terrific audiences at Case Western, Northern Illinois, Oxford, Pretoria, California–San Diego, and Western Ontario, as well as at meetings of the Eastern APA (Atlanta) and the International Ontology Congress (San Sebastián).",,,4887
WOS:000408659700004,"I am grateful to Laura Franklin-Hall, Andreas Huttemann, James Ladyman, Barry Loewer, Margaret Morrison, John Norton, Michael Strevens, Karim Thebault, and Jessica Wilson for helpful discussions. I acknowledge support by the Humboldt Foundation at the MCMP.",,,4888
WOS:000408659700005,"I thank the two anonymous referees for helpful criticism and suggestions. I also thank the audience in Montreal Cologne, and Bielefeld for their useful suggestions",,,4889
WOS:000408659700006,0,,,4890
WOS:000408659700007,"I presented versions of this paper at the Philosophy of Mind Workshop at Virginia Tech (April 2015), the Southern Society for Philosophy and Psychology (April 2015), and (via Skype) the Victoria University of Wellington (May 2013). I wish to thank my audience members and particularly Martin Hann—my commentator at the SSPP—for helpful feedback. Special thanks to Nathan Adams, Louise Antony, Stuart Brock, Sam Cowling, Tim Fuller, Brie Gertler, Philip Goff, Ben Jantzen, Daniel Kraemer, Joseph Levine, Tristram McPherson, Gregory Novack, Ted Parent, Nathan Rockwood, and two anonymous referees for their help.",,,4891
WOS:000408659700008,"Thanks to participants of the Higher Seminar in Theoretical Philosophy at Lund (Autumn 2015) for valuable comments. Many thanks, in particular, to Erik J. Olsson, Wlodek Rabinowicz, and especially Tobias Hansson Wahlberg for discussion and helpful comments on earlier versions of this paper. Many thanks also to Staffan Angere, Katherine Hawley, Justine Jacot, George Masterton, Carlo Proietti, and Frank Zenker for valuable discussions of some ideas in this paper. Two anonymous reviewers for this journal also deserve many thanks for their comments, as does an anonymous reviewer for Erkenntnis whose remarks on a rather different manuscript led to this paper.",,,4892
WOS:000408659700009,"I am grateful to audiences at the National University of Singapore and the University of Oxford for comments received on earlier versions of this paper, and to two anonymous referees whose detailed critiques have resulted in significant improvements across the board.",,,4893
WOS:000408659700010,0,,,4894
WOS:000408659700011,"We thank Giovanni Cina and Johannes Marti for productive exchanges of ideas following an ILLC seminar in 2015. We are also in dept to the anonymous reviewers for their thorough reading of the manuscript leading to many helpful comments and suggestions for revisions. Hans van Ditmarsch is also affiliated to IMSc (Institute of Mathematical Sciences), Chennai, as research associate. He acknowledges support from European Research Council grant EPS 313360. Preliminary versions of the results in this paper can be found in the PhD theses of Mikkel Birkegaard Andersen (2015, Chapter 4) and Martin Holm Jensen (2014, Chapter 5).",,,4895
WOS:000408659700012,"I would like to express my gratitude to Jean-Baptiste Rauzy, Fabien Mikol, Felipe Bravo, Mariko Kobayashi, Ryoko Konno, and two anonymous reviewers for their helpful comments. Thanks to Weiguang Zhang for his continued support. And special thanks to Wen Chen for all her inspirations.",,,4896
WOS:000408659700013,"I acknowledge the support of the Arts and Humanities Research Council (for a doctoral studentship), the Royal Institute of Philosophy (for a postgraduate bursary), and the European Research Council (Grant agreement: 616358) for funding the research of which this was a part. Thanks to audiences at the Mind and Reason research group at the University of York, the Philosophy of Biology in the UK Conference at the University of Cambridge, and the Staff Work in Progress seminar at the University of Birmingham, for comments on earlier versions of this paper. Thanks to Lisa Bortolotti, Jon Robson, Tom Stoneham, Scott Sturgeon, Kirk Surgener, Henry Taylor, Jane Tomlinson, and Nicola Williams for comments and encouragement. For helping me to understand the genetics of human heart development, I am grateful to Matthew Abbott, Kieran Alden, Simon Barnes, and Chelsea Brain. I have also benefited from very helpful correspondence with Ruth Millikan and Carolyn Price on the issues raised in this paper, for which I am very grateful to them both. I owe a huge debt of gratitude to Nicholas Jones and Paul Noordhof who, at various stages, were both enormously helpful in the clarification of my ideas and the development of the paper. Finally, thank you to three anonymous referees for this journal.",,,4897
WOS:000408659700014,"Versions of this paper were presented at ZAS (Berlin) in June 2015 and at a seminar at Harvard in the fall of 2015, co-taught with Roberta Pires de Oliveira and Roger Schwarzschild. I am grateful to those audiences for their feedback. I am also very grateful to three anonymous referees for their thorough comments and criticisms that have led me to revise many key points in the original argumentation. All remaining errors are mine.",,,4898
